index,index at directory,label,link,number of tokens,number of verbs,number of subjunctive and imperative verbs,number of adjectives,number of singular first and second personal pronouns,number of plural first personal pronouns,number of pronouns,percentage of news with speeling errors,emotiveness,diversity
2948,2374-meta.txt,fake,https://www.diariodobrasil.org/dilma-se-confunde-toda-e-acaba-confessando-o-pt-tem-que-parar-de-usar-dinheiro-desviado-em-campanhas/,193,32,2,10,1,0,20,0.0,0.2,0.60241
2949,1279-meta.txt,fake,https://www.diariodobrasil.org/missil-lancado-pela-coreia-do-norte-nao-falhou-ele-foi-destruido-antes-de-atingir-a-russia/,185,33,3,9,0,0,11,0.0,0.264706,0.660377
2950,2464-meta.txt,fake,https://www.diariodobrasil.org/dilma-compara-golpe-de-estado-na-turquia-com-impeachment-no-brasil/,148,24,0,5,0,0,2,0.0,0.238095,0.666667
2951,816-meta.txt,fake,https://www.diariodobrasil.org/ministro-fux-sugere-temporada-na-papuda-para-joesley-enganou-o-mpf-e-degradou-a-imagem-do-pais/,124,14,1,4,0,0,2,0.0,0.173913,0.755102
2952,759-meta.txt,fake,https://www.diariodobrasil.org/soldados-de-israel-entram-na-disputa-pela-cabeca-de-kim-recompensa-e-de-us-50-milhoes/,439,60,4,14,0,0,22,0.00262467,0.145349,0.635171
2953,746-meta.txt,fake,https://www.diariodobrasil.org/claudia-leitte-se-muda-para-os-eua-e-chama-brasileiros-de-povo-sem-educacao/,250,40,2,6,1,0,20,0.005,0.247423,0.64
2954,2092-meta.txt,fake,https://www.diariodobrasil.org/diogo-mainardi-aconselha-lula-estamos-quase-la-fuja-enquanto-ainda-ha-tempo/,201,36,6,6,5,0,13,0.0,0.214286,0.653179
2955,1192-meta.txt,fake,https://www.diariodobrasil.org/a-turma-de-vermelho-esta-destruindo-brasilia/,165,31,0,6,0,0,5,0.0,0.142857,0.753623
2956,2016-meta.txt,fake,https://www.diariodobrasil.org/jabor-so-um-desejo-devora-o-coracao-dos-congressistas-em-panico-parar-a-lava-jato27/,129,17,1,4,0,0,4,0.0,0.148148,0.754386
2957,3054-meta.txt,fake,https://www.diariodobrasil.org/ministro-do-supremo-deixa-politicos-de-cabelo-em-pe-o-pior-ainda-esta-por-vir/,131,16,0,4,0,0,7,0.0,0.333333,0.652174
2958,1257-meta.txt,fake,https://www.diariodobrasil.org/video-mostra-senador-orientando-lula-a-desacatar-moro-veja-se-ele-tem-coragem-de-te-prender/,365,56,5,19,0,0,22,0.00307692,0.201389,0.603077
2959,2302-meta.txt,fake,https://www.diariodobrasil.org/dilma-e-um-fenomeno-quando-a-gente-acha-que-as-coisas-nao-podem-piorar-ela-faz-o-impensavel/,258,43,0,14,0,0,16,0.0,0.40404,0.622727
2960,272-meta.txt,fake,https://www.diariodobrasil.org/apos-sofrer-principio-de-avc-barrichello-continua-internado-e-manda-recado-para-fas/,158,25,1,11,0,0,9,0.0143885,0.295082,0.71223
2961,2842-meta.txt,fake,https://www.diariodobrasil.org/stf-podera-anular-decisao-do-embusteiro-trapalhao-impeachment-nao-sera-anulado/,141,26,0,8,0,0,7,0.00787402,0.222222,0.622047
2962,3212-meta.txt,fake,https://www.diariodobrasil.org/japones-da-federal-cada-vez-mais-perto-do-homem-mais-honesto-do-pais/,167,27,1,6,0,0,6,0.0,0.242424,0.734694
2963,2073-meta.txt,fake,https://www.diariodobrasil.org/depois-da-condenacao-do-ex-senador-gim-argello-ja-da-pra-imaginar-o-que-ira-acontecer-com-lula/,227,26,0,13,0,0,9,0.0,0.305882,0.633663
2964,1571-meta.txt,fake,https://www.diariodobrasil.org/trapalhada-feita-pelo-governo-do-pt-pode-ter-causado-surto-de-microcefalia-no-brasil/,137,19,2,9,0,0,4,0.0238095,0.241379,0.68254
2965,3392-meta.txt,fake,https://www.diariodobrasil.org/vice-prefeito-de-bh-diz-que-governo-federal-quer-trocar-votos-do-impeachment-por-verbas-escolares/,128,21,3,7,0,0,6,0.0,0.156863,0.807018
2966,1296-meta.txt,fake,https://www.diariodobrasil.org/tiro-no-pe-trump-pode-atacar-a-coreia-e-sofrer-um-contra-ataque-da-china/,254,35,4,21,0,0,5,0.0,0.30303,0.630435
2967,2647-meta.txt,fake,https://www.diariodobrasil.org/ministro-citado-na-lava-jato-pode-deixar-o-governo-temer-sera-o-terceiro-ministro-a-pedir-demissao/,196,25,1,10,0,0,7,0.0,0.179487,0.654971
2968,3596-meta.txt,fake,https://www.diariodobrasil.org/grupo-de-100-mil-pessoas-quer-criar-novo-pais-com-estados-do-sul-e-ja-conta-com-apoio-de-670-cidades/,243,40,3,16,0,3,10,0.00471698,0.272727,0.688679
2969,3200-meta.txt,fake,https://www.diariodobrasil.org/ruy-barbosa-deve-estar-se-revirando-no-tumulo-dilma-inventa-mais-uma-palavra-no-dialeto-dilmes/,125,22,0,3,0,0,10,0.0,0.203704,0.818182
2970,2984-meta.txt,fake,https://www.diariodobrasil.org/vandalismo-presidencial-a-presidenta-teria-danificado-um-movel-do-planalto-com-um-murro/,190,28,0,7,0,0,9,0.0,0.16,0.649007
2971,3461-meta.txt,fake,https://www.diariodobrasil.org/procurador-da-fazenda-cargo-da-presidencia-esta-vago-dilma-ja-pode-ser-tratada-como-ex-presidente/,123,18,2,4,0,0,8,0.0,0.234043,0.623853
2972,3205-meta.txt,fake,https://www.diariodobrasil.org/visivelmente-abatido-lula-divulga-video-e-clama-a-deus-para-proteger-o-pt-nos-erramos/,207,38,4,7,0,1,8,0.0111111,0.261905,0.711111
2973,2474-meta.txt,fake,https://www.diariodobrasil.org/menino-o-caozinho-que-perdeu-o-dono-em-um-acidente-automobilisticodorme-ao-lado-do-carro-ha-10-meses/,397,68,0,10,2,0,32,0.0,0.228758,0.619048
2974,426-meta.txt,fake,https://www.diariodobrasil.org/previsao-de-carlinhos-se-confirma-e-presidente-e-diagnosticado-com-nova-doenca/,268,50,0,10,1,0,15,0.00452489,0.211538,0.687783
2975,847-meta.txt,fake,https://www.diariodobrasil.org/jornalista-da-globo-sofre-assedio-de-chefe-e-constrangida-e-vai-parar-no-hospital-diz-site/,220,31,0,8,0,0,9,0.0104712,0.222222,0.664921
2976,3453-meta.txt,fake,https://www.diariodobrasil.org/o-politico-mais-honesto-do-brasil-declaracao-de-eduardo-cunha-feita-no-twitter-foi-classificada-como-sincericidio/,107,14,0,8,0,0,3,0.025,0.432432,0.8875
2977,1328-meta.txt,fake,https://www.diariodobrasil.org/urgente-porta-avioes-uss-carl-vinson-nao-esta-na-coreia-norte-ele-esta-5-mil-km-de-distancia/,441,57,0,16,0,0,12,0.00254453,0.159763,0.503817
2978,3463-meta.txt,fake,https://www.diariodobrasil.org/mainardi-avisou-lula-ja-esta-com-um-pe-na-cadeia-e-dilma-vai-cair/,131,23,1,0,1,0,10,0.0,0.163636,0.759259
2979,86-meta.txt,fake,https://afolhabrasil.com.br/politica/assessor-de-temer-acaba-de-ser-preso-pela-policia-federal/,198,27,0,9,0,0,3,0.0,0.15,0.649123
2980,153-meta.txt,fake,https://afolhabrasil.com.br/politica/desempregado-ganha-mais-que-o-antigo-emprego/,880,196,2,19,20,1,122,0.00642674,0.191429,0.458869
2981,1275-meta.txt,fake,https://www.diariodobrasil.org/bbb-do-lula-ex-presidente-quer-levar-fotografo-particular-para-filmar-audiencia/,118,15,0,5,0,0,1,0.0,0.125,0.73
2982,2269-meta.txt,fake,https://www.diariodobrasil.org/ninguem-que-ficar-perto-de-lula-politicos-e-empresarios-tentam-manter-distancia-do-ex-presidente23/,134,25,1,6,0,0,11,0.0,0.333333,0.697479
2983,1008-meta.txt,fake,https://www.diariodobrasil.org/coodenador-da-lava-jato-se-revolta-aumento-de-impostos-os-corruptos-desviam-200-bilhoes-por-ano/,179,27,1,6,1,0,10,0.0,0.123288,0.728477
2984,173-meta.txt,fake,https://afolhabrasil.com.br/escandalos/mae-abandona-filho-na-escola-e-diz-nao-quero-mais-esta-desgraca/,428,67,2,11,2,1,16,0.0,0.216374,0.585106
2985,195-meta.txt,fake,http://www.topfivetv.com/2016/10/o-fracasso-das-sub-celebridades-nas.html,385,38,1,17,0,0,21,0.0057971,0.221429,0.411594
2986,1075-meta.txt,fake,https://www.diariodobrasil.org/o-dialogo-vergonhoso-de-temer-e-joesley-funcionou-super-bem-eu-venho-aqui-onze-horas-meia-noite/,302,41,3,16,8,0,20,0.0,0.372549,0.578512
2987,2345-meta.txt,fake,https://www.diariodobrasil.org/documento-que-pedia-a-cassacao-do-registro-do-pt-em-2015-sumiu-misteriosamente-dentro-do-stf/,113,21,0,1,0,0,5,0.0103093,0.117647,0.659794
2988,188-meta.txt,fake,https://afolhabrasil.com.br/religiao/jesus-foi-o-primeiro-travesti-da-historia-afirma-pastor-gay/,479,70,2,22,3,1,38,0.00744417,0.215789,0.590571
2989,2727-meta.txt,fake,https://www.diariodobrasil.org/odebrecht-tentou-anular-a-lava-jato-delacao-podera-colocar-ex-advogado-geral-da-uniao-na-cadeia/,149,26,1,4,0,0,6,0.0,0.0895522,0.678832
2990,1560-meta.txt,fake,https://www.diariodobrasil.org/264-dos-brasileiros-acham-que-temer-apoia-a-lava-jato-o-restante-acha-que-ele-quer-estancar-a-sangria/,125,20,0,1,0,0,2,0.0,0.0952381,0.663462
2991,2691-meta.txt,fake,https://www.diariodobrasil.org/saiba-o-que-anda-tirando-o-sono-de-lula-processos-estao-a-um-passo-de-curitiba/,146,22,1,6,0,0,8,0.00787402,0.180328,0.700787
2992,1404-meta.txt,fake,https://www.diariodobrasil.org/ator-tenta-defender-jose-mayer-e-cria-rebu-na-internet-mulher-tem-que-se-colocar-para-nao-assanhar-o-outro22/,191,37,1,3,0,0,12,0.0,0.260274,0.726667
2993,3328-meta.txt,fake,https://www.diariodobrasil.org/em-1993-lula-chamou-collor-de-debil-mental-anos-depois-eles-viraram-comparsas-na-dilapidacao-do-brasil/,106,12,2,6,0,0,4,0.0,0.309524,0.738636
2994,2780-meta.txt,fake,https://www.diariodobrasil.org/audio-de-ministro-sugere-que-dilma-foi-vitima-de-um-golpe-para-frear-a-lava-jato/,145,29,1,6,0,0,9,0.0,0.298246,0.733333
2995,700-meta.txt,fake,https://www.diariodobrasil.org/associacao-dos-magistrados-repudia-mendes-desrespeita-e-deprecia-a-magistratura-brasileira/,223,29,1,9,0,0,10,0.00526316,0.182927,0.578947
2996,774-meta.txt,fake,https://www.diariodobrasil.org/maldade-ao-extremo-valdemiro-declarou-que-o-demonio-estava-comendo-o-figado-de-resende/,232,38,3,6,3,0,17,0.0052356,0.139785,0.638743
2997,3251-meta.txt,fake,https://www.diariodobrasil.org/promotor-desmente-homem-mais-honesto-do-pais/,343,31,0,11,0,0,7,0.0,0.173228,0.590444
2998,1663-meta.txt,fake,https://www.diariodobrasil.org/esposa-de-lula-sofre-avc-e-esta-em-estado-grave/,110,14,2,4,0,0,4,0.0,0.209302,0.683673
2999,949-meta.txt,fake,https://www.diariodobrasil.org/china-exibe-exercito-monstruoso-estamos-prontos-para-vencer-uma-guerra-se-necessario-contra-os-eua/,288,34,2,25,0,0,13,0.0,0.29703,0.639676
3000,2846-meta.txt,fake,https://www.diariodobrasil.org/senadora-ana-amelia-ele-e-do-meu-partido-mas-nao-iremos-tolerar-a-desordem-no-pais/,113,19,1,2,0,0,8,0.0,0.166667,0.747573
3001,2403-meta.txt,fake,https://www.diariodobrasil.org/prisao-de-lula-podera-ser-decretada-durante-as-olimpiadas-mais-de-1-bilhao-de-espectadores-assistirao-ao-vivo/,240,38,1,8,1,0,13,0.00487805,0.247191,0.726829
3002,1581-meta.txt,fake,https://www.diariodobrasil.org/assessor-da-alerj-alerta-para-o-caos-no-rj-comando-da-pm-nega-que-a-corporacao-ira-parar/,215,29,1,6,0,0,1,0.0,0.170455,0.641304
3003,46-meta.txt,fake,https://afolhabrasil.com.br/politica/dilma-e-jean-willys-viraram-professores-em-universidade-federal/,297,39,3,7,0,2,10,0.0,0.0840336,0.625
3004,2492-meta.txt,fake,https://www.diariodobrasil.org/favorito-para-ocupar-o-lugar-de-eduardo-cunha-rosso-aparece-em-video-recebendo-propina-diz-a-veja/,367,60,0,7,2,0,18,0.0,0.11465,0.605769
3005,1696-meta.txt,fake,https://www.diariodobrasil.org/crime-de-racismo-ao-vivo-apresentador-do-balanco-geral-diz-que-funkeira-ludmilla-era-pobre-e-macaca/,152,21,1,12,3,0,6,0.0,0.403846,0.701613
3006,446-meta.txt,fake,https://www.diariodobrasil.org/lula-admite-que-sera-condenado-por-novos-crimes-a-pf-e-o-mp-inventam-mentiras/,214,31,1,5,3,0,16,0.0,0.131579,0.683333
3007,239-meta.txt,fake,http://www.thejornalbrasil.com.br/2017/05/exercito-recebe-ordem-e-se-posiciona-em.html,116,22,1,10,0,0,10,0.0,0.425532,0.809524
3008,1504-meta.txt,fake,https://www.diariodobrasil.org/se-temer-for-cassado-fhc-tem-grandes-chances-de-assumir-a-presidencia-ate-2018/,81,18,1,3,0,0,1,0.0,0.111111,0.8
3009,2173-meta.txt,fake,https://www.diariodobrasil.org/em-depoimento-para-sergio-moro-leo-pinheiro-destroi-lula-e-dilma/,141,22,2,3,0,0,5,0.0,0.206897,0.72
3010,2109-meta.txt,fake,https://www.diariodobrasil.org/pilantragem-petista-video-flagra-candidata-a-vice-prefeita-do-pt-quebrando-um-vaso-na-cabeca-de-um-pm/,109,17,0,5,0,0,1,0.0,0.16,0.72
3011,1947-meta.txt,fake,https://www.diariodobrasil.org/delacao-da-odebrecht-inclui-130-deputadossenadores-e-ministros-ate-o-presidente-da-republica-foi-citado22/,161,20,0,8,0,0,3,0.00746269,0.222222,0.776119
3012,1614-meta.txt,fake,https://www.diariodobrasil.org/lula-desce-o-nivel-perde-o-bom-senso-e-chama-sergio-moro-de-incapaz/,168,28,5,7,0,0,14,0.02,0.157895,0.686667
3013,2183-meta.txt,fake,https://www.diariodobrasil.org/marcos-valerio-volta-a-assombrar-lula-em-depoimento-para-sergio-moro-video/,120,14,0,1,0,0,3,0.0,0.0851064,0.690722
3014,864-meta.txt,fake,https://www.diariodobrasil.org/figura-diabolica-e-fotografada-no-estado-do-arizona-e-moradores-falam-em-apocalipse/,201,36,1,10,0,0,9,0.0114286,0.188889,0.737143
3015,143-meta.txt,fake,https://afolhabrasil.com.br/politica/lider-do-governo-temer-diz-que-os-politicos-precisam-continuar-na-suruba/,369,47,0,11,0,0,8,0.0,0.175676,0.522013
3016,911-meta.txt,fake,https://www.diariodobrasil.org/em-videolula-confessa-a-gente-fala-uma-coisa-pra-ganhar-as-eleicoesmas-depois-faz-outra1/,52,8,1,3,0,0,4,0.0,0.285714,0.953488
3017,1383-meta.txt,fake,https://www.diariodobrasil.org/embaixadora-dos-eua-diz-que-novos-ataques-siria-podem-ocorrer-e-classifica-russia-como-irresponsavel/,204,39,7,17,0,0,11,0.0,0.35443,0.702857
3018,476-meta.txt,fake,https://www.diariodobrasil.org/coreia-do-norte-ameaca-se-o-porta-avioes-dos-eua-se-aproximar-mais-um-pouco-vamos-destrui-lo/,245,31,4,18,0,0,11,0.0045045,0.272727,0.698198
3019,796-meta.txt,fake,https://www.diariodobrasil.org/kim-jong-un-xinga-embaixadora-americana-de-vadia-histerica-que-nao-honra-a-saia-que-veste/,242,34,2,23,1,0,14,0.0,0.341176,0.640394
3020,2149-meta.txt,fake,https://www.diariodobrasil.org/5-tweets-que-mostram-que-a-principal-defensora-de-dilma-no-senado-nao-e-tao-fiel-como-voce-pensa/,95,13,1,6,0,0,6,0.0232558,0.371429,0.72093
3021,1097-meta.txt,fake,https://www.diariodobrasil.org/lula-debocha-do-ministerio-publico-ninguem-vai-levar-a-acusacao-deles-a-serio-nem-o-moro/,260,50,2,11,1,0,12,0.0,0.239583,0.676328
3022,3147-meta.txt,fake,https://www.diariodobrasil.org/delcidio-lula-esta-com-medo-da-pf-prender-lulinha-e-luleco/,107,13,1,1,0,0,7,0.0,0.0888889,0.763441
3023,1847-meta.txt,fake,https://www.diariodobrasil.org/quem-e-o-cidadao-que-telefonou-para-o-juiz-sergio-moro-e-disse-cuidado-voce-nao-e-deus08/,215,39,2,3,3,0,18,0.0,0.139535,0.638889
3024,637-meta.txt,fake,https://www.diariodobrasil.org/sociedade-militar-defende-intervencao/,350,51,3,15,0,1,20,0.00318471,0.194245,0.585987
3025,1024-meta.txt,fake,https://www.diariodobrasil.org/tv-record-promete-desmascarar-a-globo-sonegacao-fiscal-leis-encomendadas-e-emprestimos-bilionarios/,117,15,0,6,0,0,1,0.0,0.173913,0.773196
3026,3454-meta.txt,fake,https://www.diariodobrasil.org/a-jovem-jornalista-que-escreveu-sobre-dilma-e-cunha-e-ganhou-100-mil-likes-no-facebook/,49,6,0,3,0,0,3,0.0697674,0.352941,0.790698
3027,1078-meta.txt,fake,https://www.diariodobrasil.org/urgente-palacio-do-alvorada-e-isolado-ha-relatos-de-invasao-e-tiros/,149,26,1,5,0,0,2,0.0,0.179104,0.679389
3028,784-meta.txt,fake,https://www.diariodobrasil.org/briga-de-cachorro-grande-gilmar-provoca-fachin-e-toma-lambada-epica-minha-alma-esta-em-paz/,217,35,1,12,1,1,10,0.0,0.267442,0.595628
3029,72-meta.txt,fake,https://afolhabrasil.com.br/politica/silvio-santos-sugere-doria-ter-bolsonaro-como-vice-presidencia-em-2018/,718,123,8,16,14,1,85,0.00495049,0.270916,0.419142
3030,125-meta.txt,fake,https://afolhabrasil.com.br/politica/genro-de-silvio-santos-esta-na-lista-da-lava-jato/,230,24,1,6,0,0,14,0.00485437,0.119565,0.679612
3031,1384-meta.txt,fake,https://www.diariodobrasil.org/eles-estao-corroidos-fisicamente-e-psicologicamente-entregar-lula-e-uma-questao-de-tempo/,387,52,0,17,0,0,21,0.0,0.213333,0.545714
3032,2010-meta.txt,fake,https://www.diariodobrasil.org/globo-diz-que-podera-divulgar-novas-gravacoes-seria-um-dialogo-entre-michel-temer-e-sergio-machado28/,199,39,1,7,0,0,15,0.0,0.176471,0.655367
3033,2198-meta.txt,fake,https://www.diariodobrasil.org/renan-e-lula-foram-serao-convidados-de-honra-na-posse-da-nova-presidente-do-stf/,140,14,0,7,0,0,1,0.0,0.155172,0.685039
3034,3379-meta.txt,fake,https://www.diariodobrasil.org/ciro-gomes-tira-sarro-da-carta-que-temer-enviou-para-dilma-e-video-bomba-nas-redes-sociais/,64,7,0,4,0,0,2,0.0,0.142857,0.783333
3035,1978-meta.txt,fake,https://www.diariodobrasil.org/qual-o-problema-em-quebrar-uma-estatua-em-portugal-os-portugueses-mataram-nossos-indios-e-roubaram-nossas-riquezas/,254,34,1,16,0,0,16,0.00909091,0.236559,0.631818
3036,1713-meta.txt,fake,https://www.diariodobrasil.org/detetive-virtual-descobre-foto-de-valdemiro-santiago-com-o-pescoco-novinho-em-folha-5-dias-apos-o-ataque/,266,28,2,9,0,0,13,0.00896861,0.215054,0.632287
3037,505-meta.txt,fake,https://www.diariodobrasil.org/policial-do-parana-ensina-como-tratar-bandido-e-viraliza-nas-redes-nois-rachamo-os-olhos-dele-de-tiro/,122,20,1,1,0,0,10,0.0206186,0.1,0.762887
3038,3493-meta.txt,fake,https://www.diariodobrasil.org/o-amigo-do-lula-nao-vai-aguentar-uma-semana-na-cadeia-e-vai-delatar-o-presidente-que-virou-milionario/,186,30,0,3,0,0,15,0.0118343,0.0952381,0.60355
3039,433-meta.txt,fake,https://www.diariodobrasil.org/lanchonete-raspa-latinhas-de-coca-cola-com-imagens-de-artistas-nao-acrescentam-nada/,253,40,0,7,0,0,17,0.00966184,0.22549,0.671498
3040,3319-meta.txt,fake,https://www.diariodobrasil.org/caodidato-vencedor-presidente-da-argentina-publica-foto-com-mascote-na-cadeira-da-presidencia/,145,16,1,12,0,0,8,0.0,0.298246,0.672
3041,1569-meta.txt,fake,https://www.diariodobrasil.org/cunha-esta-preso-e-possui-gravacoes-que-poderao-jogar-a-popularidade-de-michel-temer-na-lama/,351,48,1,5,1,0,14,0.0,0.0945946,0.623377
3042,314-meta.txt,fake,https://www.diariodobrasil.org/apos-revelacao-pastor-evangelico-tenta-caminhar-sobre-as-aguas-e-morre-afogado/,198,34,0,9,0,1,12,0.0,0.1875,0.676471
3043,1219-meta.txt,fake,https://www.diariodobrasil.org/joesley-nas-palavras-de-temer-enganou-os-brasileiros-e-fugiu-para-os-eua-falastrao-criminoso/,172,22,0,6,0,0,4,0.0,0.216667,0.703704
3044,437-meta.txt,fake,https://www.diariodobrasil.org/isolado-lula-vive-dias-de-depressao-e-ja-admite-a-hipotese-de-prisao/,224,40,2,10,0,0,12,0.0,0.263736,0.673469
3045,1703-meta.txt,fake,https://www.diariodobrasil.org/apos-regate-no-mar-de-sp-internautas-nao-perdoam-valdemiro-porque-nao-caminhou-sobre-as-aguas-pastor/,240,33,3,7,1,0,17,0.0223464,0.35443,0.692737
3046,1697-meta.txt,fake,https://www.diariodobrasil.org/bolsonaro-guilherme-boulos-e-um-bandido/,99,18,1,3,0,0,6,0.0117647,0.177778,0.776471
3047,1616-meta.txt,fake,https://www.diariodobrasil.org/jornalista-usa-twitter-e-diz-que-esposa-de-lula-faleceu/,108,11,0,10,0,0,6,0.0,0.363636,0.722772
3048,2835-meta.txt,fake,https://www.diariodobrasil.org/waldir-maranhao-sera-expulso-do-pp-foi-um-ato-criminoso-ele-nao-tem-capacidade-mental/,160,26,0,10,0,0,7,0.00694444,0.30303,0.604167
3049,1737-meta.txt,fake,https://www.diariodobrasil.org/marcelo-odebrecht-toma-esculacho-da-esposa-dentro-da-cadeia-voce-e-barra-pesada11/,152,19,0,3,0,0,15,0.00826446,0.2,0.760331
3050,438-meta.txt,fake,https://www.diariodobrasil.org/mendes-toma-novo-esculacho-de-barroso-ao-defender-michel-temer/,249,39,1,6,4,0,16,0.0,0.152174,0.668317
3051,3218-meta.txt,fake,https://www.diariodobrasil.org/globo-tenta-entrevistar-foliao-e-toma-catracada-ao-vivo-nazista-eu-nao-falo-com-a-rede-globo/,200,29,0,10,2,0,10,0.0123457,0.283784,0.592593
3052,652-meta.txt,fake,https://www.diariodobrasil.org/mais-um-general-se-pronuncia-a-esquerda-derreteu-o-pais-e-esta-em-panico-cuidado/,376,44,2,26,0,0,27,0.00318471,0.315385,0.640127
3053,761-meta.txt,fake,https://www.diariodobrasil.org/palocci-sobre-lula-eu-levava-calhamacos-de-dinheiro-sujo-para-ele/,199,24,1,8,1,0,11,0.00591716,0.171053,0.662722
3054,340-meta.txt,fake,https://www.diariodobrasil.org/professor-grava-video-com-ameacas-a-desembargadores-do-trf-4-vou-doutrinar-todas-as-criancas/,194,27,1,7,0,0,13,0.00595238,0.1375,0.702381
3055,87-meta.txt,fake,https://afolhabrasil.com.br/politica/pt-defendera-aecio-neves-da-cassacao-de-mandato/,201,30,1,6,0,0,8,0.0,0.24359,0.653846
3056,760-meta.txt,fake,https://www.diariodobrasil.org/o-michel-nao-esta-conseguindo-estancar-a-sangria-da-lava-jato14/,95,20,1,6,0,1,4,0.0,0.297297,0.807692
3057,2095-meta.txt,fake,https://www.diariodobrasil.org/ivete-interrompe-show-e-explica-para-seus-fas-sobre-o-po-branco-que-ela-inalou-vou-processar-os-caluniadores/,281,45,2,19,4,0,24,0.0,0.245283,0.648536
3058,338-meta.txt,fake,https://www.diariodobrasil.org/ana-maria-braga-sobre-a-febre-amarela-brasileiros-sao-burros-estao-matando-os-macacos/,220,37,0,5,0,0,8,0.00555556,0.211765,0.594444
3059,1058-meta.txt,fake,https://www.diariodobrasil.org/grampo-da-pf-mostra-lula-chamando-rodrigo-maia-e-eunicio-oliveira-de-f-parte-1/,104,14,1,4,0,0,1,0.0,0.139535,0.821429
3060,2847-meta.txt,fake,https://www.diariodobrasil.org/lava-jato-vai-pegar-lula-campanha-do-ex-presidente-recebeu-propina-de-r-60-milhoes-em-2006/,185,19,0,2,0,0,5,0.0,0.0694444,0.609195
3061,1766-meta.txt,fake,https://www.diariodobrasil.org/bolsonaro-massacre-o-cara-e-preso-e-nem-precisa-trabalhar-eu-queria-que-matassem-200-mil-vagabundos/,99,19,3,4,3,0,8,0.0,0.236842,0.725
3062,1106-meta.txt,fake,https://www.diariodobrasil.org/pmdb-descamba-de-vez-senador-aliado-de-temer-desabafa-governo-corrupto-e-traidor/,261,40,3,9,3,0,15,0.0,0.185567,0.657143
3063,3336-meta.txt,fake,https://www.diariodobrasil.org/como-alguem-que-ostenta-a-ignorancia-conseguiu-se-tornar-presidente-video/,73,7,0,1,0,0,4,0.0,0.166667,0.842105
3064,2920-meta.txt,fake,https://www.diariodobrasil.org/impeachment-vai-tirar-foro-privilegiado-de-ministros-que-poderao-cair-nas-maos-de-sergio-moro/,125,18,1,6,0,0,5,0.0,0.175439,0.790909
3065,1289-meta.txt,fake,https://www.diariodobrasil.org/resende-o-brasil-tem-a-justica-mais-cara-do-mundo-e-so-temos-o-sergio-moro-trabalhando/,119,22,1,7,0,1,13,0.0,0.304348,0.598039
3066,1555-meta.txt,fake,https://www.diariodobrasil.org/o-video-que-fez-com-que-maduro-o-pilantra-expulsasse-a-cnn-da-venezuela/,176,23,4,11,0,0,4,0.0,0.268657,0.651007
3067,1149-meta.txt,fake,https://www.diariodobrasil.org/moro-elogia-fachin-jurista-de-qualidade-magistrado-que-serve-ao-direito-e-nao-ao-poder/,222,23,0,8,0,1,11,0.0,0.162791,0.625698
3068,3470-meta.txt,fake,https://www.diariodobrasil.org/de-acordo-com-a-pf-ele-faturou-r-25-milhoes-fazendo-crtlc-e-crtlv-do-site-wikipedia/,378,34,1,17,0,0,15,0.00634921,0.246032,0.580952
3069,2065-meta.txt,fake,https://www.diariodobrasil.org/cantor-da-dupla-munhoz-e-mariano-sofre-acidente-durante-gravacao-do-programa-caldeirao-do-huck23/,108,9,0,5,0,0,4,0.0,0.3,0.703297
3070,1390-meta.txt,fake,https://www.diariodobrasil.org/2a-turma-do-stf-responsavel-pela-lava-jato-julga-caso-de-moca-que-furtou-2-desodorantes-e-5-chicletes04/,147,22,0,7,0,0,4,0.0,0.125,0.725191
3071,1903-meta.txt,fake,https://www.diariodobrasil.org/brasilia-policia-e-manifestantes-entram-em-confronto-pequenos-grupos-tentam-invadir-o-congresso/,154,22,0,7,0,0,3,0.0225564,0.184615,0.729323
3072,2244-meta.txt,fake,https://www.diariodobrasil.org/emprestimos-secretos-do-governo-petista-brasil-se-endividou-ate-2060-para-financiar-ditaduras-corruptas/,363,39,0,19,0,0,11,0.00325733,0.238462,0.602606
3073,1877-meta.txt,fake,https://www.diariodobrasil.org/suicidio-politico-o-congresso-brasileiro-provou-ao-povo-que-o-brasil-nao-precisa-de-deputados/,92,10,0,2,0,0,2,0.0,0.176471,0.75641
3074,2754-meta.txt,fake,https://www.diariodobrasil.org/bolsa-familia-teve-mais-de-1-milhao-de-casos-de-fraudes-mais-de-r-26-bi-foram-desviados/,356,42,1,9,0,0,13,0.0,0.179688,0.63344
3075,2315-meta.txt,fake,https://www.diariodobrasil.org/eles-nao-compareceram-a-pf-defesa-alegou-que-eles-nao-sao-obrigados-a-se-submeter-a-essas-exposicoes/,253,41,1,9,0,0,14,0.0,0.212121,0.602679
3076,456-meta.txt,fake,https://www.diariodobrasil.org/papa-francisco-nao-devemos-conversar-com-o-diabo-ele-e-mais-inteligente-do-que-nos/,414,71,9,18,1,4,35,0.0,0.319444,0.60355
3077,1138-meta.txt,fake,https://www.diariodobrasil.org/gilmar-mendes-pede-respeito-ao-tse-e-chora-ao-lembrar-de-ex-ministro-assassinado/,122,22,1,5,0,0,7,0.0,0.134615,0.618182
3078,674-meta.txt,fake,https://www.diariodobrasil.org/moro-e-premiado-com-a-mesma-honraria-que-recebeu-o-ex-presidente-dos-eua-jimmy-carter/,537,42,0,28,0,0,28,0.0,0.219251,0.56
